stock_name,institution,q_content,a_content,sentiment_score,research_count,short_avg,long_avg,density_ratio,institution_quality,quality_weighted_score,rolling_sentiment_5,density_ratio_norm,rolling_sentiment_norm,quality_norm,IRSF_score,IRSF_score_norm,ts_code
股票149,某机构,公司发展前景如何?,公司发展良好，业绩稳定增长,0.06205681623999215,2,1.5,1.5,1.0,0.11851851851851852,0.0073548819247398105,0.09332537528331397,1.0,-0.7071067811865476,-0.7071067811865475,-0.1949747468305833,-1.6463395131343643,000001.SZ
股票438,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.3476945720011604,1,1.0,1.0,1.0,0.7037037037037037,-0.24467395807489065,-0.3476945720011604,1.0,0.0,0.0,0.3,0.12644100303106448,000001.SZ
股票732,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.4260731260028814,1,1.0,1.0,1.0,0.7037037037037037,-0.2998292368168425,-0.4260731260028814,1.0,0.0,0.0,0.3,0.12644100303106448,000001.SZ
股票866,某机构,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.2406790015165976,3,2.3333333333333335,2.3333333333333335,1.0,0.11851851851851852,-0.02852491869826342,-0.11374297474188604,1.0,-0.7690400526997674,0.4832356379155882,0.13735467029476947,-0.4560825971990381,000001.SZ
股票222,中金公司,公司发展前景如何?,公司发展良好，业绩稳定增长,0.04413906359370234,1,1.0,1.0,1.0,1.0,0.04413906359370234,0.04413906359370234,1.0,0.0,0.0,0.3,0.21393081417939613,000001.SZ
股票0,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,0.30895747771921467,2,1.5,1.5,1.0,0.7037037037037037,0.21741452135796588,-0.019368547140972858,1.0,0.7071067811865476,0.7071067811865475,0.7949747468305832,1.4563693778707896,000001.SZ
股票739,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,0.29625803474264956,2,2.0,2.0,1.0,0.7037037037037037,0.20847787630038303,0.22934267862791752,1.0,0.7071067811865475,0.7071067811865474,0.7949747468305831,1.4563693778707894,000001.SZ
股票391,中金公司,公司发展前景如何?,公司发展良好，业绩稳定增长,0.16242732251318548,2,2.0,2.0,1.0,1.0,0.16242732251318548,0.16242732251318548,1.0,0.0,0.0,0.3,0.21393081417939613,000001.SZ
股票778,中金公司,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.4979119824524201,2,1.5,1.5,1.0,1.0,-0.4979119824524201,-0.4528346359718703,1.0,-0.707106781186547,-0.7071067811865476,-0.1949747468305831,-1.028507749511997,000001.SZ
股票189,某机构,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.09033176853143143,1,1.0,1.0,1.0,0.11851851851851852,-0.010705987381502986,-0.09033176853143143,1.0,0.0,0.0,0.3,0.21393081417939613,000001.SZ
股票409,中信证券,公司发展前景如何?,公司发展良好，业绩稳定增长,0.3656736789638704,4,2.5,2.5,1.0,0.0,0.0,0.4018886600653477,1.0,-0.707106781186547,-0.7071067811865476,-0.1949747468305831,-1.028507749511997,000001.SZ
股票480,中金公司,公司发展前景如何?,公司发展良好，业绩稳定增长,0.1621853934206119,4,3.0,3.0,1.0,1.0,0.1621853934206119,0.3219875711837691,1.0,-1.0997635413268991,-0.1711566179517364,-0.19125240191628057,-1.0191642731053654,000001.SZ
股票433,某机构,公司发展前景如何?,公司发展良好，业绩稳定增长,0.2875680610767274,1,1.0,1.0,1.0,0.11851851851851852,0.03408214057205658,0.2875680610767274,1.0,0.0,0.0,0.3,0.21393081417939613,000001.SZ
股票956,某机构,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.05919014082969054,1,1.0,1.0,1.0,0.11851851851851852,-0.007015127802037398,-0.05919014082969054,1.0,0.0,0.0,0.3,0.21393081417939613,000001.SZ
股票291,中信证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.34548802785245936,2,1.5,1.5,1.0,0.0,-0.0,0.02210238867771719,1.0,-0.7071067811865475,-0.7071067811865475,-0.19497474683058325,-1.0285077495119974,000001.SZ
股票19,中信证券,公司发展前景如何?,公司发展良好，业绩稳定增长,0.1593756460650504,2,1.5,1.5,1.0,0.0,0.0,-0.1333487399689155,1.0,0.7071067811865476,0.7071067811865476,0.7949747468305833,1.4563693778707898,000001.SZ
股票200,中金公司,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.4275271023594599,1,1.0,1.0,1.0,1.0,-0.4275271023594599,-0.4275271023594599,1.0,0.0,0.0,0.3,0.21393081417939613,000001.SZ
股票981,中金公司,公司发展前景如何?,公司发展良好，业绩稳定增长,0.44452437987103177,1,1.0,1.0,1.0,1.0,0.44452437987103177,0.44452437987103177,1.0,0.0,0.0,0.3,0.21393081417939613,000001.SZ
股票490,某机构,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.2598150692819351,4,3.25,3.25,1.0,0.11851851851851852,-0.030792897100081196,0.17653691106734304,1.0,-1.362598269319684,-0.8070861189472526,-0.4871651434120494,-1.7619363112267845,000001.SZ
股票890,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,0.05447138011555097,4,2.75,2.75,1.0,0.7037037037037037,0.0383317119331655,-0.07168938602752678,1.0,-0.4383163996789029,0.732008951810964,0.34427612567172805,0.6728964834591245,000001.SZ
股票233,中信证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.38230497679678566,3,2.0,2.0,1.0,0.0,-0.0,-0.06521807541005258,1.0,-1.1409934860079238,-0.6513082513158984,-0.35178986979793914,-1.6345815397294055,000001.SZ
股票957,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.012000400871948536,2,1.5,1.5,1.0,0.7037037037037037,-0.00844472653951934,0.12531561278436054,1.0,-0.7071067811865476,-0.7071067811865476,-0.19497474683058333,-1.114735070707994,000001.SZ
股票689,某机构,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.1315514647576962,1,1.0,1.0,1.0,0.11851851851851852,-0.015591284712023253,-0.1315514647576962,1.0,0.0,0.0,0.3,0.52611990249641,000001.SZ
股票210,某机构,公司发展前景如何?,公司发展良好，业绩稳定增长,0.07944866378685289,1,1.0,1.0,1.0,0.11851851851851852,0.009416137930293677,0.07944866378685289,1.0,0.0,0.0,0.3,0.52611990249641,000001.SZ
股票844,中金公司,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.47523507597174564,1,1.0,1.0,1.0,1.0,-0.47523507597174564,-0.47523507597174564,1.0,0.0,0.0,0.3,0.52611990249641,000001.SZ
股票449,某机构,公司发展前景如何?,公司发展良好，业绩稳定增长,0.46011014788050364,1,1.0,1.0,1.0,0.11851851851851852,0.054531573082133765,0.46011014788050364,1.0,0.0,0.0,0.3,0.52611990249641,000001.SZ
股票947,某机构,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.1700756224619795,4,3.25,3.25,1.0,0.11851851851851852,-0.02015711081030868,-0.12352790137241512,1.0,-0.9272653445242658,0.39789174147095946,0.04846138463158149,-0.3077375632087819,000001.SZ
股票993,某机构,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.026179448521356563,3,2.0,2.0,1.0,0.11851851851851852,-0.003102749454383,-0.02163884760110076,1.0,0.5713308075312773,0.030364541344565767,0.5376416854158806,1.3139086611192592,000001.SZ
股票549,中金公司,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.3053885140799202,4,3.0,3.0,1.0,1.0,-0.3053885140799202,-0.10801199434256033,1.0,-1.0832447937593448,-1.1200965375767669,-0.469326878776768,-2.0242199747271674,000001.SZ
股票847,某机构,公司发展前景如何?,公司发展良好，业绩稳定增长,0.3863494361443347,4,2.6666666666666665,2.6666666666666665,1.0,0.11851851851851852,0.045789562802291524,0.2816782644667232,1.0,0.9568653679801552,-1.110320035481042,0.34965013654774957,0.6907114781198371,000001.SZ
股票487,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.06278653254146316,4,2.5,2.5,1.0,0.7037037037037037,-0.04418311549214074,-0.009323734473880407,1.0,-0.7071067811865476,-0.7071067811865476,-0.19497474683058333,-1.114735070707994,000001.SZ
股票977,某机构,公司发展前景如何?,公司发展良好，业绩稳定增长,0.3067022100199376,4,3.0,3.0,1.0,0.11851851851851852,0.03634989155791853,0.28793425085502683,1.0,0.8175262540243886,-0.8991259957614083,0.357272702881333,0.715980496301328,000001.SZ
股票262,中金公司,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.19639771085160895,2,1.5,1.5,1.0,1.0,-0.19639771085160895,-0.3367157223874854,1.0,0.7071067811865477,-0.7071067811865476,0.37071067811865477,0.7605277558113249,000001.SZ
股票49,中信证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.2640196567184334,1,1.0,1.0,1.0,0.0,-0.0,-0.2640196567184334,1.0,0.0,0.0,0.3,0.52611990249641,000001.SZ
股票791,中信证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.17817416494854899,1,1.0,1.0,1.0,0.0,-0.0,-0.17817416494854899,1.0,0.0,0.0,0.3,0.52611990249641,000001.SZ
股票199,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.3331361697745725,2,1.5,1.5,1.0,0.7037037037037037,-0.2344291565080325,-0.21173396915300197,1.0,-0.7071067811865476,-0.7071067811865475,-0.1949747468305833,-1.1147350707079937,000001.SZ
股票524,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.43308484209880305,2,1.6666666666666667,1.6666666666666667,1.0,0.7037037037037037,-0.3047634074028614,-0.23326077401221135,1.0,0.20811164179732172,-0.5914267092745981,0.2058166439365493,-0.3443732671015623,000001.SZ
股票696,中信证券,公司发展前景如何?,公司发展良好，业绩稳定增长,0.009834992111590224,1,1.0,1.0,1.0,0.0,0.0,0.009834992111590224,1.0,0.0,0.0,0.3,-0.1529803752277432,000001.SZ
股票880,中金公司,公司发展前景如何?,公司发展良好，业绩稳定增长,0.26900014615943013,2,1.5,1.5,1.0,1.0,0.26900014615943013,-0.07926347810001488,1.0,0.7071067811865476,0.7071067811865476,0.7949747468305833,0.8528730171337982,000001.SZ
股票321,中金公司,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.45199150200864924,5,3.4,3.4,1.0,1.0,-0.45199150200864924,0.13994910028229163,1.0,-1.1897554872183147,-1.7166602617002993,-0.6909002733974157,-2.1666192686679238,000001.SZ
股票542,中金公司,公司发展前景如何?,公司发展良好，业绩稳定增长,0.1674950338400395,1,1.6666666666666667,1.6666666666666667,1.0,1.0,0.1674950338400395,-0.08418811293684285,1.0,1.1287196691738717,1.0463334771868116,1.0653879108255921,1.4023879168034057,000001.SZ
股票962,中信证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.41613140276266836,2,1.6666666666666667,1.6666666666666667,1.0,0.0,-0.0,-0.3631876158458797,1.0,0.3906468170173795,0.5773502691896258,0.6294638075638396,0.5165331517156118,000001.SZ
股票31,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.16297723874646353,1,1.0,1.0,1.0,0.7037037037037037,-0.11468768652528916,-0.16297723874646353,1.0,0.0,0.0,0.3,-0.1529803752277432,000001.SZ
股票202,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.44084929304139164,2,1.6666666666666667,1.6666666666666667,1.0,0.7037037037037037,-0.3102272802883867,-0.4488395216617107,1.0,-0.49544191208170585,-0.16244357294154307,0.053090163284854726,-0.6547334413338983,000001.SZ
股票450,中信证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.05933125404130135,2,2.0,2.0,1.0,0.0,-0.0,-0.05933125404130135,1.0,0.0,0.0,0.3,-0.1529803752277432,000001.SZ
股票165,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,0.004275391050574617,2,2.0,2.0,1.0,0.7037037037037037,0.003008608517071027,-0.027527931495363367,1.0,0.7071067811865476,0.7071067811865476,0.7949747468305833,0.8528730171337982,000001.SZ
股票305,中信证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.021715685069451873,1,1.0,1.0,1.0,0.0,-0.0,-0.021715685069451873,1.0,0.0,0.0,0.3,0.06354074039759522,000001.SZ
股票52,中信证券,公司发展前景如何?,公司发展良好，业绩稳定增长,0.4176676062374812,1,1.0,1.0,1.0,0.0,0.0,0.07816767243571426,1.0,0.7071067811865475,0.7071067811865475,0.7949747468305832,1.1548606774016525,000001.SZ
股票173,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.4700731477298997,1,1.3333333333333333,1.3333333333333333,1.0,0.7037037037037037,-0.3307922150691887,-0.14195612345815511,1.0,-0.8518302781878719,-1.0296647692864818,-0.3496315420610933,-1.3687663784959225,000001.SZ
股票679,中金公司,公司发展前景如何?,公司发展良好，业绩稳定增长,0.20736557377606135,1,1.3333333333333333,1.3333333333333333,1.0,1.0,0.20736557377606135,-0.03678335548462682,1.0,1.0069398307032098,1.14555927302763,1.0464437141895728,1.7092992611353377,000001.SZ
股票30,中信证券,公司发展前景如何?,公司发展良好，业绩稳定增长,0.22804473047371143,1,1.0,1.0,1.0,0.0,0.0,0.22804473047371143,1.0,0.0,0.0,0.3,0.06354074039759522,000001.SZ
股票553,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.2797048283991014,2,1.5,1.5,1.0,0.7037037037037037,-0.19682932368825654,-0.3774699521854235,1.0,0.7071067811865472,0.7071067811865476,0.7949747468305832,1.1548606774016525,000001.SZ
股票167,某机构,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.4048711638255321,2,1.5,1.5,1.0,0.11851851851851852,-0.04798473052747047,-0.16271125001933961,1.0,-0.7071067811865476,-0.7071067811865476,-0.19497474683058333,-1.0277791966064624,000001.SZ
股票328,中信证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.39052781660872327,2,1.75,1.75,1.0,0.0,-0.0,-0.2725775346613393,1.0,-0.05151537927651899,0.8659677284863968,0.5391841668353115,0.5908938054872421,000001.SZ
股票45,某机构,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.31462880056422793,1,1.3333333333333333,1.3333333333333333,1.0,0.11851851851851852,-0.03728933932613072,-0.22595107568491124,1.0,0.28554968179254175,-1.152287555457055,0.06853360607990022,-0.446796184968618,000001.SZ
股票568,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.3036685802333148,2,1.6666666666666667,1.6666666666666667,1.0,0.7037037037037037,-0.21369270460862894,-0.24237883951310624,1.0,-0.7573223366607682,-0.49144149328011283,-0.15036138264834117,-0.9294156859412042,000001.SZ
股票413,中金公司,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.481665692781885,1,1.0,1.0,1.0,1.0,-0.481665692781885,0.003620968020747184,1.0,-0.7071067811865476,-0.7071067811865477,-0.19497474683058338,-1.0277791966064627,000001.SZ
股票857,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,0.03645841596405386,1,1.0,1.0,1.0,0.7037037037037037,0.02565592234507494,0.03645841596405386,1.0,0.0,0.0,0.3,0.06354074039759522,000001.SZ
股票562,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,0.2622121247263899,2,3.1666666666666665,3.1666666666666665,1.0,0.7037037037037037,0.18451964332597806,0.1599060607249325,1.0,-0.7712962217133871,0.6209882125748132,0.17777797508708906,-0.3287846712697243,000001.SZ
股票54,中信证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.31406242490937564,1,1.3333333333333333,1.3333333333333333,1.0,0.0,-0.0,0.08926184772267402,1.0,-1.0016498450889777,-0.7433209012243257,-0.3236562084028888,-1.319118724879294,000001.SZ
股票875,中金公司,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.04597575316890179,2,1.5,1.5,1.0,1.0,-0.04597575316890179,-0.03384571911917683,1.0,-0.7071067811865476,-0.7071067811865475,-0.1949747468305833,-1.064972442756403,000001.SZ
股票670,某机构,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.40104619952966525,2,1.3333333333333333,1.3333333333333333,1.0,0.11851851851851852,-0.047531401425738105,-0.08157028488607891,1.0,0.03929783680073526,-0.8854469518663274,0.05008504916039591,-0.5809785924541505,000001.SZ
股票59,中信证券,公司发展前景如何?,公司发展良好，业绩稳定增长,0.27730243942409794,2,1.5,1.5,1.0,0.0,0.0,0.2526735849489047,1.0,0.7071067811865476,0.0,0.582842712474619,0.47121943008469835,000001.SZ
股票396,中金公司,公司发展前景如何?,公司发展良好，业绩稳定增长,0.38941354058000877,2,2.5,2.5,1.0,1.0,0.38941354058000877,0.01714401740736935,1.0,0.26259052274705813,1.5383146594590464,0.8665306069365372,1.0315038935950533,000001.SZ
股票697,中信证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.13418581270322427,2,1.5,1.5,1.0,0.0,-0.0,-0.1485815257248439,1.0,0.7071067811865475,0.7071067811865476,0.7949747468305832,0.8901808499504531,000001.SZ
股票163,中金公司,公司发展前景如何?,公司发展良好，业绩稳定增长,0.16508445842941233,2,2.6,2.6,1.0,1.0,0.16508445842941233,-0.024334617136138957,1.0,-0.07576507075453114,1.1406944595507011,0.6119023095633979,0.5286122236531217,000001.SZ
股票168,中信证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.07169811262325754,1,2.8,2.8,1.0,0.0,-0.0,0.12688990632922292,1.0,-1.2144335271676945,-0.5798784169902866,-0.3597369359641638,-1.3903782727111664,000001.SZ
股票477,中信证券,公司发展前景如何?,公司发展良好，业绩稳定增长,0.4165292000692379,1,1.0,1.0,1.0,0.0,0.0,0.4165292000692379,1.0,0.0,0.0,0.3,-0.08739579640297496,000001.SZ
股票350,某机构,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.07009165833999886,2,1.75,1.75,1.0,0.11851851851851852,-0.008307159506962829,-0.3541525558312828,1.0,1.3443438295613197,0.8047963457761932,1.0791764355573858,1.451480058713162,000001.SZ
股票307,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,0.1645824726082099,2,1.6666666666666667,1.6666666666666667,1.0,0.7037037037037037,0.11581729553911067,-0.05361334247682311,1.0,-0.06586578889919402,1.0836708522498069,0.5987549401152644,0.5026461285830737,000001.SZ
股票246,中金公司,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.42399091247988396,1,1.0,1.0,1.0,1.0,-0.42399091247988396,0.010266733695573904,1.0,-0.7071067811865476,-0.7071067811865476,-0.19497474683058333,-1.0649724427564031,000001.SZ
股票221,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,0.15977049369086993,2,1.75,1.75,1.0,0.7037037037037037,0.1124310881528344,-0.1418415062121122,1.0,0.43349591998385284,1.193852519919188,0.8315541239692975,0.9624252322304262,000001.SZ
股票792,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.24571171764862065,3,2.3333333333333335,2.3333333333333335,1.0,0.7037037037037037,-0.17290824575273306,-0.10025586021311579,1.0,-1.0390850534793175,-1.1545717122821069,-0.46200553507635905,-1.5923590702923045,000001.SZ
股票301,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,0.13279364875944155,1,2.0,2.0,1.0,0.7037037037037037,0.09344738246034776,-0.12335364909492111,1.0,1.2163990210429172,1.111536225372874,1.120020476029029,1.5321471641836135,000001.SZ
股票101,中金公司,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.07640146200132358,2,2.0,2.0,1.0,1.0,-0.07640146200132358,0.09775606347215504,1.0,-0.7071067811865476,-0.7071067811865475,-0.1949747468305833,-1.064972442756403,000001.SZ
股票851,中信证券,公司发展前景如何?,公司发展良好，业绩稳定增长,-0.025949361534041482,2,1.3333333333333333,1.3333333333333333,1.0,0.0,-0.0,-0.006235808497515705,1.0,-0.5946733301977983,0.11060100916668109,0.09531097067088498,-0.49165725846375236,000001.SZ
股票193,中信证券,公司发展前景如何?,公司发展良好，业绩稳定增长,0.23617626111354106,2,1.5,1.5,1.0,0.0,0.0,0.03145654866491515,1.0,1.0422266728033838,-0.39619098518469087,0.5980333735659462,0.5012210324303508,000001.SZ
股票78,某机构,公司发展前景如何?,公司发展良好，业绩稳定增长,0.27191358894563367,2,2.0,2.0,1.0,0.11851851851851852,0.03222679572688992,0.27191358894563367,1.0,0.0,0.0,0.3,-0.08739579640297496,000001.SZ
股票195,华泰证券,公司发展前景如何?,公司发展良好，业绩稳定增长,0.25431773410045266,3,2.0,2.0,1.0,0.7037037037037037,0.17896433140402224,-0.16719848090898093,1.0,0.694155741704653,1.2498907210876469,0.9526295130081552,1.2015494977216004,000001.SZ
